"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Night at the Museum: Secret of the Tomb ",98,"Shawn Levy",189,"Robin Williams",49000,"Rami Malek",3000,"Steve Coogan",1000,154,126,67223,53587,11000,"museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet",7,"Color","Adventure|Comedy|Family|Fantasy",2014,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1",113733726,1.27e+08,6.2
"Diary of a Mad Black Woman ",116,"Darren Grant",0,"Cicely Tyson",907,"Kimberly Elise",637,"Tamara Taylor",476,62,202,10472,2723,0,"comic relief|diary|kiss|madea series|state flag",0,"Color","Comedy|Drama|Romance",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1",50382128,5500000,5.6
"Twin Falls Idaho ",111,"Michael Polish",35,"Sasha Alexander",980,"William Katt",505,"Jon Gries",482,54,87,3479,3166,180,"conjoined twins|independent film|low budget film|separation|twin",0,"Color","Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1",985341,5e+05,7.3
"The Grandmaster ",122,"Kar-Wai Wong",0,"Tony Chiu Wai Leung",643,"Hye-kyo Song",290,"Elvis Tsui",7,273,111,24557,943,13000,"challenge|china|hong kong|martial arts|martial arts master",1,"Color","Action|Biography|Drama",2013,"Mandarin","Hong Kong","PG-13",2.35,"http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1",6594136,38600000,6.5
"Lockout ",95,"James Mather",4,"Joseph Gilgun",788,"Vincent Regan",447,"Jacky Ido",80,289,236,82082,1414,10000,"bodyguard|maximum security prison|outer space|president|prison",2,"Color","Action|Adventure|Sci-Fi|Thriller",2012,"English","France","PG-13",2.35,"http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1",14291570,2e+07,6.1
"Spy Game ",114,"Tony Scott",12000,"Brad Pitt",11000,"Stephen Dillane",577,"Catherine McCormack",307,142,361,121259,12499,0,"china|cia|cold war|friendship|retirement",2,"Color","Action|Crime|Thriller",2001,"English","Germany","R",2.35,"http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1",26871,9.2e+07,7
"Get Carter ",102,"Stephen Kay",19,"Sylvester Stallone",13000,"Miranda Richardson",530,"Lauren Lee Smith",351,102,284,27305,14463,604,"affair|car crash|enforcer|funeral|murder",1,"Color","Action|Crime|Drama|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1",14967182,4e+07,5.1
"Maggie ",95,"Henry Hobson",9,"Joely Richardson",584,"J.D. Evermore",430,"David A Cole",428,256,200,30219,1885,22000,"father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse",2,"Color","Drama|Horror",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1",131175,8500000,5.6
"The Silence of the Lambs ",138,"Jonathan Demme",438,"Anthony Hopkins",12000,"Scott Glenn",826,"Anthony Heald",173,185,916,887467,13184,40000,"case file|fbi agent|psycho thriller|psychopath|serial killer",0,"Color","Crime|Drama|Horror|Thriller",1991,"English","USA","R",1.85,"http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1",130727000,1.9e+07,8.6
"Welcome Home, Roscoe Jenkins ",114,"Malcolm D. Lee",92,"Mo'Nique",940,"Mike Epps",706,"Cedric the Entertainer",436,76,39,10791,3565,464,"african american protagonist|comma in title|four word title|name in title|talk show host",3,"Color","Comedy|Drama|Romance",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1",42168445,3.5e+07,5.3
"The 13th Warrior ",102,"John McTiernan",323,"Tony Curran",845,"Vladimir Kulich",372,"Clive Russell",241,85,546,101411,1815,0,"arab|battle|combat|viking|warrior",1,"Color","Action|Adventure|History",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1",32694788,8.5e+07,6.6
"Up in the Air ",108,"Jason Reitman",655,"J.K. Simmons",24000,"Anna Kendrick",10000,"Chris Lowell",940,391,452,270238,35209,19000,"airport|business trip|downsizing|on the road|travel",0,"Color","Drama|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1",83813460,2.5e+07,7.4
"Tarnation ",88,"Jonathan Caouette",20,"Greg Ayres",58,"Jonathan Caouette",20,"Renee Leblanc",0,72,114,5709,78,754,"answering machine|home movie|lithium|schizophrenic|video diary",3,"Color","Biography|Documentary",2003,"English","USA","Unrated",1.37,"http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1",592014,218,7.2
"Glory ",122,"Edward Zwick",380,"Denzel Washington",18000,"Morgan Freeman",11000,"Matthew Broderick",2000,60,365,101889,32930,0,"army|black soldier|military uniform|prejudice|u.s. civil war",3,"Color","Drama|History|War",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1",26830000,1.8e+07,7.9
"Bright Star ",119,"Jane Campion",319,"Abbie Cornish",2000,"Paul Schneider",552,"Samuel Roukin",179,222,110,21360,3279,0,"19th century|friend|john keats|passion|poet",0,"Color","Biography|Drama|Romance",2009,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1",4440055,8500000,7
"Whip It ",111,"Drew Barrymore",0,"Daniel Stern",796,"Jimmy Fallon",787,"Alia Shawkat",727,230,118,55665,2633,10000,"beauty pageant|friend|pageant|roller derby|texas",1,"Color","Drama|Sport",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1",13034417,1.5e+07,6.9
"Broken City ",109,"Allen Hughes",90,"Alona Tal",1000,"James Ransone",412,"Michael Beach",344,298,134,63548,2073,0,"election|father son relationship|fellatio|gay slur|title spoken by character",3,"Color","Crime|Drama|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1",19692608,3.5e+07,6.2
"Kill the Messenger ",112,"Michael Cuesta",52,"Jeremy Renner",10000,"Paz Vega",963,"Robert Pralgo",688,163,99,32382,12897,13000,"based on true story|cia|cocaine|journalist|smear campaign",1,"Color","Biography|Crime|Drama|Mystery|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1",2445646,5e+06,7
"J. Edgar ",137,"Clint Eastwood",16000,"Leonardo DiCaprio",29000,"Naomi Watts",6000,"Kaitlyn Dever",363,392,279,102728,36258,16000,"agent|fbi|federal bureau of investigation|gay relationship|secret",0,"Color","Biography|Crime|Drama",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1",37304950,3.5e+07,6.6
"Mortal Kombat: Annihilation ",95,"John R. Leonetti",40,"Brian Thompson",663,"Talisa Soto",349,"Robin Shou",342,59,256,36363,2266,1000,"alternate reality|battle|martial arts|mortal kombat|warrior",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",1997,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1",35927406,3e+07,3.7
"In Her Line of Fire ",88,"Brian Trenchard-Smith",53,"David Keith",563,"Mariel Hemingway",288,"Jesse Hutch",176,8,12,783,1284,42,"camp|die hard scenario|female protagonist|island|vice president",2,"Color","Action|Drama",2006,"English","Germany","R",1.85,"http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1",721,1e+06,4.1
"Soul Food ",115,"George Tillman Jr.",88,"Vanessa Williams",1000,"Mekhi Phifer",1000,"Vivica A. Fox",890,34,30,5275,4737,508,"1990s|family relationships|food in title|sister|unity",6,"Color","Comedy|Drama",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1",43490057,7500000,6.9
"The Heart of Me ",96,"Thaddeus O'Sullivan",5,"Olivia Williams",766,"Luke Newberry",358,"Eleanor Bron",52,39,25,1966,1251,97,"1930s|car accident|hospital|marital rape|painter",3,"Color","Drama|Romance",2002,"English","UK","R",1.85,"http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1",196067,7e+06,6.7
"The Gallows ",81,"Travis Cluff",3,"Pfeifer Brown",220,"Cassidy Gifford",40,"Reese Mishler",7,159,150,13521,276,0,"breaking and entering|gallows|hanging|high school|stage",0,"Color","Horror|Thriller",2015,"English","USA","R",1.85,"http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1",22757819,1e+05,4.2
"Small Time Crooks ",94,"Woody Allen",11000,"Woody Allen",11000,"Jon Lovitz",11000,"Michael Rapaport",975,128,192,31169,23283,812,"apartment building|crook|new york city|three word title|written and directed by cast member",0,"Color","Comedy|Crime",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1",17071230,1.8e+07,6.7
"Bride of Chucky ",89,"Ronny Yu",31,"Alexis Arquette",285,"Park Bench",81,"Vince Corazza",71,114,292,39768,667,0,"blood|doll|gore|murder|serial killer",0,"Color","Comedy|Fantasy|Horror|Romance",1998,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1",32368960,2.5e+07,5.3
"Disaster Movie ",88,"Jason Friedberg",82,"Carmen Electra",869,"Tony Cox",624,"Ike Barinholtz",329,111,359,74945,2857,0,"disaster|glass|mousetrap|natural disaster|scatological humor",0,"Color","Comedy",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1",14174654,2.5e+07,1.9
"The Craft ",101,"Andrew Fleming",26,"Christine Taylor",838,"Rachel True",328,"Brenda Strong",266,93,195,57140,1812,6000,"coven|occult|outcast|spell|witch",0,"Color","Drama|Fantasy|Horror|Thriller",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1",24881000,1.5e+07,6.2
"The Holiday ",138,"Nancy Meyers",278,"Kate Winslet",14000,"Rufus Sewell",3000,"Sarah Parish",213,157,483,182757,17423,19000,"book|composer|house|love|self esteem",3,"Color","Comedy|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1",63224849,8.5e+07,6.9
"Eight Below ",120,"Frank Marshall",155,"Paul Walker",23000,"Bruce Greenwood",984,"Wendy Crewson",249,118,263,48806,24300,11000,"antarctica|dog|siberian husky|sled dog|survival",1,"Color","Adventure|Drama|Family",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1",81593527,4e+07,7.3
"The Girl with the Dragon Tattoo ",158,"David Fincher",21000,"Robin Wright",18000,"Goran Visnjic",1000,"Joely Richardson",585,517,632,330152,20388,54000,"computer hacker|hacker|investigation|journalist|punk",1,"Color","Crime|Drama|Mystery|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1",102515793,9e+07,7.8
"The Lost Skeleton of Cadavra ",90,"Larry Blamire",56,"Fay Masterson",126,"Brian Howe",76,"Larry Blamire",56,88,118,4117,284,0,"alien|cave|husband wife relationship|monster|skeleton",1," Black and White","Comedy|Horror|Sci-Fi",2001,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0307109/?ref_=fn_tt_tt_1",110536,40000,7
"The Lady from Shanghai ",92,"Orson Welles",0,"Rita Hayworth",1000,"Everett Sloane",29,"Ted de Corsia",18,90,175,19236,1055,0,"law partner|murder|partner|seaman|yacht",1," Black and White","Crime|Drama|Film-Noir|Mystery|Thriller",1947,"English","USA","Not Rated",1.37,"http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1",7927,2300000,7.7
"Deep Blue Sea ",105,"Renny Harlin",212,"LL Cool J",1000,"Michael Rapaport",975,"Saffron Burrows",811,199,643,99043,3697,0,"alzheimer's disease|experiment|human versus shark|research|underwater headquarters",1,"Color","Action|Sci-Fi|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1",73648142,6e+07,5.8
"Jason Lives: Friday the 13th Part VI ",86,"Tom McLoughlin",41,"Tony Goldwyn",956,"Ron Palillo",316,"Vincent Guastaferro",155,158,307,25332,1862,0,"actual animal killed|death|jason voorhees|slasher flick|teen horror",0,"Color","Horror|Thriller",1986,"English","USA","R",1.85,"http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1",19472057,3e+06,5.9
"Tank Girl ",104,"Rachel Talalay",54,"Naomi Watts",6000,"Lori Petty",923,"Jeff Kober",919,60,173,24790,9662,0,"2030s|21st century|desert|jet|tank",0,"Color","Action|Comedy|Sci-Fi",1995,"English","USA","R",2.35,"http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1",4064333,2.5e+07,5.2
"Burn ",86,"Tom Putnam",15,"Brendan Doogie Milewski",2,"Donald Austin",0,"Craig Dougherty",0,22,6,575,2,801,"abandoned building|detroit michigan|firefighter|michigan|urban setting",0,"Color","Documentary",2012,"English","USA","Not Rated",2.35,"http://www.imdb.com/title/tt1781784/?ref_=fn_tt_tt_1",111300,225000,7.5
"Witless Protection ",97,"Charles Robert Carner",18,"Ivana Milicevic",834,"Jenny McCarthy",749,"Richard Bull",742,35,20,5463,4091,140,"fbi|polo|possum|sheriff|shotgun",2,"Color","Comedy|Crime",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1",4131640,7500000,3.1
"Songcatcher ",109,"Maggie Greenwald",9,"Aidan Quinn",767,"David Patrick Kelly",380,"Jane Adams",280,39,78,2794,2187,0,"doctor|mountain|musician|song|university",1,"Color","Drama|Music",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1",3050934,1800000,7.3
"Love Stinks ",94,"Jeff Franklin",24,"Ivana Milicevic",834,"Tyra Banks",625,"Bridgette Wilson-Sampras",545,45,85,4377,2662,309,"black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman",3,"Color","Comedy",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1",2800000,4e+06,5.8
"Sucker Punch ",128,"Zack Snyder",0,"Jon Hamm",4000,"Abbie Cornish",2000,"Scott Glenn",826,435,918,197584,7067,42000,"alternate reality|escape|girl gang|prostitution|samurai",4,"Color","Action|Fantasy",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1",36381716,8.2e+07,6.1
"The Three Musketeers ",110,"Paul W.S. Anderson",545,"Milla Jovovich",14000,"Logan Lerman",8000,"Orlando Bloom",5000,228,254,88542,27694,19000,"box office flop|cardinal richelieu|critically bashed|duel|musketeer",8,"Color","Action|Adventure|Romance",2011,"English","Germany","PG-13",2.35,"http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1",20315324,7.5e+07,5.8
"Walk the Line ",153,"James Mangold",446,"Sandra Ellis Lafferty",523,"Dallas Roberts",405,"Tyler Hilton",154,291,815,188637,1383,11000,"1960s|accident|concert|guitar|prison",0,"Color","Biography|Drama|Music|Romance",2005,"English","USA","PG-13",2.39,"http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1",119518352,2.8e+07,7.9
"The Life Aquatic with Steve Zissou ",119,"Wes Anderson",0,"Bill Murray",13000,"Anjelica Huston",1000,"Matthew Gray Gubler",639,259,632,139535,15757,0,"expedition|oceanographer|sea|shark|team",8,"Color","Adventure|Comedy|Drama",2004,"English","USA","R",2.35,"http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1",24006726,5e+07,7.3
"Sherlock Holmes ",128,"Guy Ritchie",0,"Robert Downey Jr.",21000,"Eddie Marsan",979,"Robert Maillet",727,415,621,477300,23996,20000,"black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes",3,"Color","Action|Adventure|Crime|Mystery|Thriller",2009,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1",209019489,9e+07,7.6
"Bad Lieutenant: Port of Call New Orleans ",122,"Werner Herzog",0,"Nicolas Cage",12000,"Shea Whigham",463,"Shawn Hatosy",407,280,212,64944,13809,6000,"drugs|flood|hallucination|lieutenant|murder investigation",2,"Color","Crime|Drama",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1",1697956,2e+07,6.7
"The Princess Diaries ",111,"Garry Marshall",0,"Anne Hathaway",11000,"Hector Elizondo",995,"Heather Matarazzo",529,108,301,94049,13645,0,"cinderella story|fish out of water|makeover|manners|princess",2,"Color","Comedy|Family|Romance",2001,"English","USA","G",1.85,"http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1",108244774,3.7e+07,6.2
"Blow ",124,"Ted Demme",47,"Johnny Depp",40000,"Ethan Suplee",1000,"Jordi Mollà",877,147,426,198066,43453,13000,"1960s|1970s|california|cocaine|wealth",1,"Color","Biography|Crime|Drama",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1",52937130,3e+07,7.6
"The Fast and the Furious: Tokyo Drift ",104,"Justin Lin",681,"Amber Stevens West",584,"Zachery Ty Bryan",227,"Nikki Griffin",159,158,378,179500,1235,0,"car|challenge|drift racing|drifting|tokyo japan",5,"Color","Action|Crime|Thriller",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1",62494975,8.5e+07,6
"The Adventures of Elmo in Grouchland ",73,"Gary Halvorson",11,"Vanessa Williams",1000,"Kevin Clash",436,"Caroll Spinney",142,44,37,2045,2020,339,"based on tv series|blanket|box office flop|rescue|sesame street",0,"Color","Adventure|Comedy|Family|Fantasy|Musical",1999,"English","USA","G",1.85,"http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1",11634458,1.7e+07,5.8
"The Rookie ",127,"John Lee Hancock",102,"Dennis Quaid",2000,"Jay Hernandez",1000,"Angus T. Jones",1000,92,174,26434,6657,0,"baseball|coach|high school|pitching|texas",0,"Color","Drama|Family|Sport",2002,"English","USA","G",2.35,"http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1",75597042,2e+07,7
"Dumb and Dumberer: When Harry Met Lloyd ",85,"Troy Miller",14,"Elden Henson",577,"Mimi Rogers",291,"Cheri Oteri",244,85,267,30651,1653,1000,"1980s|buddy|high school|prequel to cult favorite|teenager",0,"Color","Comedy",2003,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1",26096584,1.9e+07,3.4
"Gigli ",121,"Martin Brest",102,"Todd Giebenhain",117,"Lenny Venito",62,"David Backus",43,131,418,41620,286,2000,"gangster|hospital|lesbian|mob|thug",0,"Color","Comedy|Crime|Romance",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1",5660084,5.4e+07,2.4
"Margin Call ",107,"J.C. Chandor",78,"Kevin Spacey",18000,"Demi Moore",2000,"Ashley Williams",969,290,225,92599,22834,21000,"capital management|financial crisis|financial disaster|investment fraud|management",8,"Color","Biography|Drama|Thriller",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1",5354039,3500000,7.1
"Kung Fu Panda ",92,"Mark Osborne",54,"Angelina Jolie Pitt",11000,"Wayne Knight",967,"Dan Fogler",562,266,360,307029,12754,6000,"kung fu|kung fu master|master|panda|snow leopard",0,"Color","Action|Adventure|Animation|Comedy|Family",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1",215395021,1.3e+08,7.6
"Bowling for Columbine ",120,"Michael Moore",909,"Michael Moore",909,"Dick Clark",504,"Bill Clinton",184,215,888,123090,1779,4000,"bank|columbine|columbine high school killings|firearm|school shooting",2," Black and White","Crime|Documentary|Drama",2002,"English","Germany","R",1.85,"http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1",21244913,4e+06,8
"Anastasia ",94,"Don Bluth",383,"Kirsten Dunst",4000,"Kelsey Grammer",808,"Bernadette Peters",753,78,191,86347,6017,0,"amnesia|reference to anastasia romanov|romanov|russia|russian revolution",1,"Color","Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance",1997,"English","USA","G",2.35,"http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1",58297830,5e+07,7.1
"Ice Age: Dawn of the Dinosaurs ",94,"Carlos Saldanha",107,"Denis Leary",835,"Maile Flanagan",256,"Kelly Keaton",117,188,132,166791,1258,0,"egg|lost world|rescue|squirrel|weasel",0,"Color","Action|Adventure|Animation|Comedy|Family",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1080016/?ref_=fn_tt_tt_1",196573705,9e+07,7
"A Better Life ",98,"Chris Weitz",129,"Demián Bichir",749,"Eddie 'Piolin' Sotelo",252,"Robert Peters",221,94,81,13174,2214,0,"gang|gardener|money|police|truck",0,"Color","Drama|Romance",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1",1754319,1e+07,7.2
"Despicable Me ",87,"Pierre Coffin",275,"Steve Carell",7000,"Miranda Cosgrove",2000,"Jack McBrayer",975,304,296,385943,11608,31000,"girl|minion|moon|pyramid|white picket fence",0,"Color","Animation|Comedy|Family",2010,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1",251501645,6.9e+07,7.7
"We Are Marshall ",131,"McG",368,"Matthew McConaughey",11000,"Kimberly Williams-Paisley",529,"Brian Geraghty",383,96,175,46951,12088,0,"coach|football|football team|marshall university|university",0,"Color","Drama|Sport",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1",43532294,6.5e+07,7.1
"Raise Your Voice ",103,"Sean McNamara",80,"Oliver James",1000,"Rebecca De Mornay",872,"Jason Ritter",782,46,212,22649,4676,1000,"music school|scholarship|small town|stage fright|three word title",0,"Color","Family|Music|Romance",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1",10411980,1.5e+07,5.9
"Henry V ",137,"Kenneth Branagh",0,"Brian Blessed",591,"Derek Jacobi",520,"Danny Webb",130,46,108,23441,1341,0,"battle|battle of agincourt|king|shakespeare play|sword and shield",1,"Color","Action|Biography|Drama|History|Romance|War",1989,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1",10161099,9e+06,7.7
"Catwoman ",87,"Pitof",26,"Frances Conroy",827,"Christopher Heyerdahl",825,"Alex Borstein",566,212,660,87451,3144,0,"based on cult comic book|bechdel test passed|cat|detective|radical transformation",0,"Color","Action|Crime|Fantasy|Romance|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1",40198710,1e+08,3.3
"Barbershop ",102,"Tim Story",167,"Sean Patrick Thomas",656,"Jason George",528,"Cedric the Entertainer",436,91,156,22147,2754,770,"barber|barbershop|blaxploitation|loan shark|theft",0,"Color","Comedy|Drama",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1",75074950,1.2e+07,6.3
"The Greatest Show on Earth ",152,"Cecil B. DeMille",309,"Gloria Grahame",232,"Dorothy Lamour",178,"Cornel Wilde",132,44,107,9456,825,625,"circus|clown|elephant trainer|trapeze|trapeze artist",0,"Color","Drama|Family|Romance",1952,"English","USA","Not Rated",1.37,"http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1",36000000,4e+06,6.7
"The House Bunny ",97,"Fred Wolf",29,"Emma Stone",15000,"Katharine McPhee",852,"Beverly D'Angelo",816,129,126,63969,18789,0,"makeover|party|playboy|playboy mansion|sorority",1,"Color","Comedy|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1",48237389,2.5e+07,5.5
"Bogus ",110,"Norman Jewison",278,"Haley Joel Osment",3000,"Nancy Travis",359,"Andrea Martin",179,15,30,5176,3864,350,"box office flop|circus|imaginary friend|magician|one word title",3,"Color","Comedy|Family|Fantasy",1996,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1",4357000,3e+07,5.3
"Bill & Ted's Bogus Journey ",93,"Peter Hewitt",12,"Keanu Reeves",18000,"George Carlin",769,"Alex Winter",636,43,117,49680,20188,0,"battle of the bands|bill and ted|heaven|hell|robot",2,"Color","Adventure|Comedy|Fantasy|Music|Sci-Fi",1991,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1",38037513,2e+07,6.2
"Jeepers Creepers ",90,"Victor Salva",108,"Eileen Brennan",1000,"Patricia Belcher",322,"Jonathan Breck",270,190,985,86890,1982,0,"demon|gore|record player|tattoo|wings",0,"Color","Horror|Mystery",2001,"English","Germany","R",1.85,"http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1",37470017,1e+07,6.1
"The Specialist ",110,"Luis Llosa",49,"Sylvester Stallone",13000,"Rod Steiger",279,"Emilio Estefan Jr.",20,38,116,50148,13331,0,"bomb|cia|explosive|explosives expert|miami florida",2,"Color","Action|Crime|Drama|Romance|Thriller",1994,"English","Peru","R",1.85,"http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1",57362581,4.5e+07,5.4
"Dirty Work ",82,"Bob Saget",799,"Don Rickles",721,"Jack Warden",359,"Traylor Howard",294,32,117,20033,1805,679,"cult film|gambling debt|job|off screen murder|revenge",0,"Color","Comedy",1998,"English","Canada","PG-13",1.85,"http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1",9975684,1.3e+07,6.4
"How the Grinch Stole Christmas ",110,"Ron Howard",2000,"Clint Howard",1000,"T.J. Thyne",722,"Molly Shannon",636,175,482,141414,4146,0,"box office hit|christmas|materialism|public humiliation|snowflake",0,"Color","Comedy|Family|Fantasy",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1",260031035,1.23e+08,6
"X-Men ",104,"Bryan Singer",0,"Hugh Jackman",20000,"Tyler Mane",764,"Bruce Davison",505,290,1401,452928,21397,0,"first part|mutant|professor|superhero|superhero team",0,"Color","Action|Adventure|Sci-Fi",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1",157299717,7.5e+07,7.4
"The Grand Budapest Hotel ",99,"Wes Anderson",0,"Bill Murray",13000,"Tom Wilkinson",1000,"F. Murray Abraham",670,536,644,475518,15082,149000,"first person narration|hotel|lobby boy|mentor protege relationship|painting",0,"Color","Adventure|Comedy|Crime|Drama",2014,"English","USA","R",1.37,"http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1",59073773,2.5e+07,8.1
"The Hunt ",115,"Thomas Vinterberg",346,"Thomas Bo Larsen",74,"Alexandra Rapaport",69,"Hana Shuan",26,349,249,170155,216,60000,"deer|gun|gunshot|hunt|kindergarten teacher",1,"Color","Drama",2012,"Danish","Denmark","R",2.35,"http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1",610968,3800000,8.3
