"","movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","ROE","ROE_B","ROI","scs"
"440","Mystic River ",138,"Clint Eastwood",16000,"John Doman",616,"Spencer Treat Clark",541,"Tom Guiry",262,229,935,338415,1942,12000,"ballistics|detective|friend|gun|sexual abuse",0,"Color","Crime|Drama|Mystery|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1",90135191,25000000,8,2.61,1,2.60540764,1
"444","Saw III ",121,"Darren Lynn Bousman",163,"Costas Mandylor",723,"Shawnee Smith",651,"Leigh Whannell",482,210,614,142115,3189,0,"brutality|female full frontal nudity|female nudity|torture|trap",0,"Color","Horror|Mystery",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1",80150343,10000000,6.2,7.02,1,7.0150343,1
"445","Raising Cain ",91,"Brian De Palma",0,"Steven Bauer",636,"Gabrielle Carteris",330,"Gregg Henry",298,33,80,9903,1852,541,"hitchcockian|long tracking shot|psychologist|psychology|wig",0,"Color","Crime|Drama|Thriller",1992,"English","USA","R",1.85,"http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1",21370057,12000000,6,0.78,1,0.780838083333333,0
"447","Diamonds Are Forever ",120,"Guy Hamilton",82,"Desmond Llewelyn",244,"Lois Maxwell",177,"Jill St. John",175,120,276,74249,1105,0,"cat|diamond|ford mustang|james bond 007|yanked off bikini top",2,"Color","Action|Adventure|Thriller",1971,"English","UK","GP",2.35,"http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1",43800000,7200000,6.7,5.08,1,5.08333333333333,1
"449","8 Mile ",110,"Curtis Hanson",161,"Mekhi Phifer",1000,"Omar Benson Miller",418,"Evan Jones",196,119,564,187181,1954,0,"competition|contest|friend|self expression|white rapper",0,"Color","Drama|Music",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1",116724075,41000000,7,1.85,1,1.84692865853659,1
"450","Kit Kittredge: An American Girl ",101,"Patricia Rozema",22,"Julia Ormond",918,"Jane Krakowski",624,"Willow Smith",558,73,24,4719,3317,851,"boarding house|girl|great depression|house|ohio",1,"Color","Drama|Family",2008,"English","USA","G",1.85,"http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1",17655201,10000000,6.7,0.77,1,0.7655201,0
"451","Silverado ",133,"Lawrence Kasdan",759,"Scott Glenn",826,"Todd Allen",130,"Brad Leland",67,46,149,28247,1154,0,"1880s|kiss|small town|table broken in fight|wild west",4,"Color","Action|Crime|Drama|Western",1985,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1",33200000,26000000,7.2,0.28,0,0.276923076923077,0
"453","Radio ",109,"Michael Tollin",19,"Alfre Woodard",1000,"Riley Smith",762,"Debra Winger",568,74,196,32370,4231,0,"coach|football|football coach|high school|radio",1,"Color","Biography|Drama|Sport",2003,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1",52277485,35000000,6.9,0.49,0,0.493642428571429,0
"457","The Prince of Tides ",132,"Barbra Streisand",0,"George Carlin",769,"Blythe Danner",713,"Melinda Dillon",252,30,109,12549,1936,883,"new york|psychiatrist|shrimper|south carolina|twins",1,"Color","Drama|Romance",1991,"English","USA","R",1.85,"http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1",74787599,30000000,6.6,1.49,1,1.49291996666667,1
"458","Harold & Kumar Escape from Guantanamo Bay ",102,"Jon Hurwitz",22,"Danneel Ackles",1000,"Eric Winter",954,"Beverly D'Angelo",816,153,165,113918,4065,0,"bong|escape|ex girlfriend|guantanamo bay|texas",2,"Color","Adventure|Comedy",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1",38087366,12000000,6.6,2.17,1,2.17394716666667,1
"459","40 Days and 40 Nights ",96,"Michael Lehmann",36,"Emmanuelle Vaugier",1000,"Vinessa Shaw",580,"Paulo Costanzo",486,140,207,62272,3294,2000,"female on male rape|lent|male rear nudity|masturbation|sex",0,"Color","Comedy|Romance",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1",37939782,17000000,5.6,1.23,1,1.23175188235294,1
"461","Maria Full of Grace ",101,"Joshua Marston",13,"Catalina Sandino Moreno",280,"Wilson Guerrero",11,"Yenny Paola Vega",6,155,172,30474,308,0,"colombia|colombian|drug mule|money|stomach",0,"Color","Crime|Drama",2004,"Spanish","Colombia","R",1.85,"http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1",6517198,3000000,7.5,1.17,1,1.17239933333333,1
"463","Brown Sugar ",109,"Rick Famuyiwa",44,"Boris Kodjoe",1000,"Sanaa Lathan",886,"Wendell Pierce",458,37,60,5971,3199,0,"basketball|hip hop|rap music|record company|writer",1,"Color","Comedy|Drama|Music|Romance",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1",27362712,8000000,6.5,2.42,1,2.420339,1
"464","The Last Exorcism Part II ",93,"Ed Gass-Donnelly",8,"Muse Watson",45000,"Spencer Treat Clark",541,"Ashley Bell",400,161,68,13506,46868,0,"car fire|evil|hospital|hotel|prophecy",0,"Color","Drama|Horror|Thriller",2013,"English","France","PG-13",2.35,"http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1",15152879,5000000,4,2.03,1,2.0305758,1
"465","The Break-Up ",106,"Peyton Reed",235,"Jon Favreau",4000,"John Michael Higgins",957,"Ann-Margret",931,183,483,102167,8315,0,"art|break up|football video game|kitchen|talking to one's self in a mirror",1,"Color","Comedy|Drama|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1",118683135,52000000,5.8,1.28,1,1.28236798076923,1
"466","The Whole Nine Yards ",98,"Jonathan Lynn",36,"Bruce Willis",13000,"Matthew Perry",2000,"Natasha Henstridge",900,129,318,90374,17582,0,"adultery|black humor|dentist|hitman|sex in bed",4,"Color","Comedy|Crime",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1",57262492,24000000,6.7,1.39,1,1.38593716666667,1
"467","Close Encounters of the Third Kind ",135,"Steven Spielberg",14000,"Bob Balaban",559,"Teri Garr",481,"Melinda Dillon",252,171,339,139288,1591,0,"alien|close encounter of the third kind|mothership|ufo|vision",0,"Color","Drama|Sci-Fi",1977,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1",128300000,19400870,7.7,5.61,1,5.61310549475359,1
"473","The Replacement Killers ",96,"Antoine Fuqua",845,"Mira Sorvino",978,"Clifton Collins Jr.",968,"Patrick Kilpatrick",488,105,167,23345,3072,629,"forger|hitman|passport|police|replacement",2,"Color","Action|Crime|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1",18967571,30000000,6.1,-0.37,0,-0.367747633333333,0
"474","Paul Blart: Mall Cop ",91,"Steve Carr",41,"Erick Avari",567,"Adhir Kalyan",402,"Allen Covert",328,167,201,84209,2954,0,"cell phone|hostage|mall|security guard|text messaging",1,"Color","Action|Comedy|Crime",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1",20819129,26000000,5.2,-0.2,0,-0.199264269230769,0
"475","Idlewild ",121,"Bryan Barber",16,"Cicely Tyson",907,"Faizon Love",585,"Bobb'e J. Thompson",526,81,91,4603,3633,489,"gangster|playing piano|song and dance|speakeasy|written and directed by cast member",4,"Color","Crime|Drama|Musical|Romance",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1",12549485,15000000,6.2,-0.16,0,-0.163367666666667,0
"484","Persepolis ",89,"Vincent Paronnaud",10,"Catherine Deneuve",963,"Gena Rowlands",545,"Danielle Darrieux",106,242,158,70194,1754,14000,"dream|girl|iran|islamic revolution|revolution",0,"Color","Animation|Biography|Drama|War",2007,"French","France","PG-13",1.85,"http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1",4443403,7300000,8,-0.39,0,-0.391314657534247,0
"485","The Holy Girl ",106,"Lucrecia Martel",33,"Mía Maestro",341,"Mercedes Morán",5,"María Alche",3,78,37,2720,358,57,"16 year old|doctor|hotel|tinnitus|title directed by female",0,"Color","Drama",2004,"Spanish","Argentina","R",1.85,"http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1",304124,1400000,6.7,-0.78,0,-0.782768571428571,0
"486","Burnt ",101,"John Wells",53,"Bradley Cooper",14000,"Omar Sy",1000,"Riccardo Scamarcio",580,175,129,61360,16926,25000,"chef|gay kiss|michelin star|restaurant|violent behavior",1,"Color","Comedy|Drama",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1",13650738,20000000,6.6,-0.32,0,-0.3174631,0
"489","Stop-Loss ",112,"Kimberly Peirce",108,"Joseph Gordon-Levitt",23000,"Channing Tatum",17000,"Abbie Cornish",2000,143,99,17757,43560,982,"friendship|honor|iraq war|soldier|texas",2,"Color","Drama|War",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1",10911750,25000000,6.5,-0.56,0,-0.56353,0
"492","Cradle 2 the Grave ",101,"Andrzej Bartkowiak",43,"Jet Li",5000,"Tom Arnold",618,"DMX",432,109,185,34942,6867,1000,"camera shot from inside human body|diamond|evil man|heist|terrorism",2,"Color","Action|Crime|Drama|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1",34604054,30000000,5.8,0.15,0,0.153468466666667,0
"494","Snake Eyes ",98,"Brian De Palma",0,"Nicolas Cage",12000,"Mike Starr",854,"John Heard",697,117,241,64121,15269,880,"assassination|boxing|casino|conspiracy|long take",1,"Color","Crime|Mystery|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1",55585389,69000000,5.9,-0.19,0,-0.194414652173913,0
"496","Dreamcatcher ",136,"Lawrence Kasdan",759,"Morgan Freeman",11000,"Michael O'Neill",599,"Reece Thompson",354,175,662,75573,12194,4000,"alien|friend|maine|military|woods",1,"Color","Drama|Horror|Sci-Fi|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1",33685268,68000000,5.5,-0.5,0,-0.504628411764706,0
"497","Once Upon a Time in America ",251,"Sergio Leone",0,"Robert De Niro",22000,"Burt Young",683,"Treat Williams",642,111,495,221000,24719,12000,"1920s|ambiguity|childhood friend|new york|speakeasy",8,"Color","Crime|Drama",1984,"English","Italy","R",1.85,"http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1",5300000,30000000,8.4,-0.82,0,-0.823333333333333,0
"499","Swordfish ",99,"Dominic Sena",57,"Hugh Jackman",20000,"Don Cheadle",3000,"Sam Shepard",820,166,543,155532,25942,0,"computer|secret agent|terrorism|told in flashback|wearing a sound wire",4,"Color","Action|Crime|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1",69772969,80000000,6.5,-0.13,0,-0.1278378875,0
"503","Chasing Liberty ",101,"Andy Cadiff",3,"Annabella Sciorra",448,"Stark Sands",143,"Terence Maynard",120,65,129,30092,842,0,"first daughter|photographer|prague|president|secret service agent",0,"Color","Comedy|Romance",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1",12189514,23000000,6.1,-0.47,0,-0.470021130434783,0
"504","The Lovely Bones ",135,"Peter Jackson",0,"Michael Imperioli",873,"AJ Michalka",560,"Tom McCarthy",310,308,593,125109,2370,16000,"1970s|afterlife|heaven|pedophile|rape",1,"Color","Drama|Fantasy|Thriller",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1",43982842,65000000,6.7,-0.32,0,-0.323340892307692,0
"505","Bless the Child ",107,"Chuck Russell",55,"Rufus Sewell",3000,"Jimmy Smits",941,"Angela Bettis",294,100,188,12093,4565,394,"easter|fbi|luminol|nurse|omen",0,"Color","Crime|Drama|Horror|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1",29374178,40000000,5.1,-0.27,0,-0.26564555,0
"506","Concussion ",123,"Peter Landesman",15,"Will Smith",10000,"Eddie Marsan",979,"Albert Brooks",745,219,138,44788,13371,23000,"chronic traumatic encephalopathy|concussion|football|football player|pathologist",0,"Color","Biography|Drama|Sport",2015,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1",34531832,35000000,7.1,-0.01,0,-0.0133762285714286,0
"508","Rock Star ",105,"Stephen Herek",65,"Beth Grant",628,"Dagmara Dominczyk",316,"Matthew Glave",108,107,191,34592,1265,0,"cover band|fired from a job|heavy metal|rock star|tribute band",0,"Color","Drama|Music",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1",16991902,57000000,6.2,-0.7,0,-0.701896456140351,0
"509","Without Limits ",117,"Robert Towne",162,"Billy Burke",2000,"Monica Potter",878,"Billy Crudup",745,28,57,5841,4351,942,"car crash|coach|death|oregon|university of oregon",0,"Color","Biography|Drama|Sport",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1",777423,25000000,7.2,-0.97,0,-0.96890308,0
"510","World Trade Center ",129,"Oliver Stone",0,"Nicolas Cage",12000,"Jay Hernandez",1000,"Armando Riesco",625,242,564,67395,14421,0,"based on true story|police|rescue|rubble|trapped",0,"Color","Drama|History|Thriller",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1",70236496,63000000,6,0.11,0,0.114865015873016,0
"511","3000 Miles to Graceland ",125,"Demian Lichtenstein",11,"Jon Lovitz",11000,"Bokeem Woodbine",904,"Ice-T",867,113,399,38076,14536,0,"casino|elvis impersonator|gun|heist|rascal",2,"Color","Action|Comedy|Crime|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1",15738632,42000000,5.9,-0.63,0,-0.625270666666667,0
"513","Fear and Loathing in Las Vegas ",118,"Terry Gilliam",0,"Johnny Depp",40000,"Michael Jeter",693,"Ellen Barkin",551,156,648,213226,43105,15000,"american dream|convertible|drugs|journalist|lawyer",0,"Color","Adventure|Comedy|Drama",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1",10562387,18500000,7.7,-0.43,0,-0.429060162162162,0
"515","The Huntsman: Winter's War ",120,"Cedric Nicolas-Troyan",19,"Chris Hemsworth",26000,"Sam Claflin",11000,"Charlize Theron",9000,231,134,37750,46719,16000,"based on fairy tale|dark fantasy|fairy tale|second part|sequel",2,"Color","Action|Adventure|Drama|Fantasy",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1",47952020,115000000,6.1,-0.58,0,-0.583025913043478,0
"517","The Messenger ",105,"Oren Moverman",38,"Steve Buscemi",12000,"Yaya DaCosta",712,"Eamonn Walker",706,217,92,29608,14462,0,"captain|casualty notification|casualty notification team|sergeant|staff sergeant",0,"Color","Drama|Romance|War",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1",66637,6500000,7.2,-0.99,0,-0.989748153846154,0
"518","The Brothers Grimm ",118,"Terry Gilliam",0,"Matt Damon",13000,"Heath Ledger",13000,"Mackenzie Crook",871,233,492,98472,27114,0,"creature|curse|exorcism|girl|village",2,"Color","Action|Adventure|Comedy|Fantasy|Thriller",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1",37899638,88000000,5.9,-0.57,0,-0.569322295454545,0
"523","American Reunion ",113,"Jon Hurwitz",22,"Alyson Hannigan",3000,"Dania Ramirez",1000,"Natasha Lyonne",1000,291,181,172112,8398,39000,"bikini|female female kiss|high school reunion|outdoor sex|upskirt",7,"Color","Comedy",2012,"English","USA","R",1.85,"http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1",56724080,50000000,6.7,0.13,0,0.1344816,0
"527","Legend ",132,"Brian Helgeland",241,"Tom Hardy",27000,"Paul Anderson",154,"Tara Fitzgerald",151,260,174,87682,27659,43000,"1960s|based on a true story|gangster|identical twins|murder",2,"Color","Biography|Crime|Drama|History|Thriller",2015,"English","UK","R",2.35,"http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1",1865774,30000000,7,-0.94,0,-0.937807533333333,0
"528","Bulworth ",108,"Warren Beatty",631,"Warren Beatty",631,"Kirk Baltz",199,"Graham Beckel",95,110,227,21998,1023,0,"hip hop|liberal|politics|senator|truth",1,"Color","Comedy|Drama|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1",26525834,30000000,6.8,-0.12,0,-0.115805533333333,0
"531","Martian Child ",106,"Menno Meyjes",43,"Oliver Platt",1000,"Richard Schiff",506,"Sophie Okonedo",460,118,71,17436,2495,0,"adopted son|adoption|boy|mars the planet|widower",0,"Color","Comedy|Drama|Family",2007,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1",7486906,27000000,6.8,-0.72,0,-0.722707185185185,0
"534","Bandits ",123,"Barry Levinson",272,"Bruce Willis",13000,"Brían F. O'Byrne",450,"Azura Skye",193,132,261,57038,13934,0,"bank manager|hypochondriac|love triangle|prison|television",2,"Color","Comedy|Crime|Drama|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1",41523271,80000000,6.6,-0.48,0,-0.4809591125,0
"538","The Rite ",114,"Mikael Håfström",101,"Anthony Hopkins",12000,"Colin O'Donoghue",3000,"Toby Jones",2000,267,197,75864,19904,23000,"demon|exorcism|exorcist|faith|seminary",1,"Color","Drama|Horror|Mystery|Thriller",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1",33037754,37000000,6,-0.11,0,-0.10708772972973,0
"540","Ghost Rider ",123,"Mark Steven Johnson",160,"Nicolas Cage",12000,"Matt Long",701,"Peter Fonda",402,276,681,182661,14017,0,"blackheart|devil|father|ghost|mephistopheles",1,"Color","Action|Fantasy|Thriller",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1",115802596,110000000,5.2,0.05,0,0.0527508727272727,0
"541","MacGruber ",95,"Jorma Taccone",434,"Jasper Cole",1000,"Will Forte",622,"Powers Boothe",472,163,125,35888,2618,0,"colonel|lieutenant|nuclear warhead|team|washington d.c.",3,"Color","Action|Comedy|Romance",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1",8460995,10000000,5.5,-0.15,0,-0.1539005,0
"545","Oldboy ",120,"Chan-wook Park",0,"Min-sik Choi",717,"Ji-tae Yu",78,"Hye-jeong Kang",38,305,809,356181,852,43000,"brother sister relationship|hypnosis|imprisonment|love|revenge",0,"Color","Drama|Mystery|Thriller",2003,"Korean","South Korea","R",2.35,"http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1",2181290,3000000,8.4,-0.27,0,-0.272903333333333,0
"546","Eyes Wide Shut ",159,"Stanley Kubrick",0,"Tom Cruise",10000,"Vinessa Shaw",580,"Sydney Pollack",521,280,1500,227071,11424,10000,"doctor|orgy|party|pianist|sexual fantasy",1,"Color","Drama|Mystery|Thriller",1999,"English","UK","R",1.66,"http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1",55637680,65000000,7.3,-0.14,0,-0.144035692307692,0
"547","Paul ",109,"Greg Mottola",99,"Bobby Lee",176,"Nelson Ascencio",61,"Jeremy Owen",57,342,334,192462,390,42000,"alien|geek|nerd|road trip|ufo",0,"Color","Adventure|Comedy|Sci-Fi",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1",37371385,40000000,7,-0.07,0,-0.065715375,0
"550","The Interview ",112,"Evan Goldberg",133,"James Franco",11000,"Randall Park",392,"Anders Holm",365,293,835,247020,12239,50000,"assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off",4,"Color","Comedy",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1",6105175,44000000,6.6,-0.86,0,-0.861246022727273,0
"551","Anonymous ",130,"Roland Emmerich",776,"Vanessa Redgrave",898,"Joely Richardson",584,"Rafe Spall",358,288,136,34488,2452,15000,"earl of oxford|play|queen|rebellion|shakespeare play",3,"Color","Drama|History|Thriller",2011,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1",4463292,30000000,6.9,-0.85,0,-0.8512236,0
"552","The World Is Not Enough ",128,"Michael Apted",150,"Colin Salmon",766,"Maria Grazia Cucinotta",536,"Desmond Llewelyn",244,197,683,157519,2037,2000,"british|oil|scientist|terrorist|tycoon",2,"Color","Action|Adventure|Thriller",1999,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1",126930660,135000000,6.4,-0.06,0,-0.0597728888888889,0
"553","Straw Dogs ",110,"Rod Lurie",37,"Alexander Skarsgård",10000,"Laz Alonso",826,"Rhys Coiro",268,190,140,27117,11431,7000,"gang rape|panties pulled down|rape|rape victim|sexual humiliation",1,"Color","Action|Drama|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1",10324441,25000000,5.8,-0.59,0,-0.58702236,0
"554","By the Sea ",122,"Angelina Jolie Pitt",11000,"Brad Pitt",11000,"Angelina Jolie Pitt",11000,"Melvil Poupaud",188,131,61,7976,22319,0,"cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity",0,"Color","Drama|Romance",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1",531009,10000000,5.3,-0.95,0,-0.9468991,0
"556","Step Up Revolution ",99,"Scott Speer",35,"Ryan Guzman",3000,"Stephen Boss",594,"Misha Gabriel Hamilton",433,121,72,45394,4863,19000,"3 dimensional|dance|dancer|dancing|flash mob",0,"Color","Drama|Music|Romance",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1",35057332,33000000,6.5,0.06,0,0.0623433939393939,0
"558","The Pianist ",150,"Roman Polanski",2000,"Emilia Fox",396,"Frank Finlay",338,"Ed Stoppard",95,193,761,497946,1075,21000,"ghetto|holocaust|jewish|piano|warsaw ghetto",0," Black and White","Biography|Drama|War",2002,"English","France","R",1.85,"http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1",32519322,35000000,8.5,-0.07,0,-0.0708765142857143,0
"559","The Road to El Dorado ",89,"Bibo Bergeron",10,"Frank Welker",2000,"Rosie Perez",919,"Elton John",442,82,139,58300,3372,0,"adventurer|el dorado|gold|high priest|implied sex",1,"Color","Adventure|Animation|Comedy|Family|Romance",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0138749/?ref_=fn_tt_tt_1",50802661,95000000,6.9,-0.47,0,-0.465235147368421,0
"562","Excessive Force ",87,"Jon Hess",29,"Burt Young",683,"Ian Gomez",155,"Thomas Ian Griffith",147,19,23,922,1139,107,"exercise bicycle|face in food|police|police brutality|policeman",1,"Color","Action",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1",1200000,3000000,5.1,-0.6,0,-0.6,0
"564","Kundun ",134,"Martin Scorsese",17000,"Tenzin Thuthob Tsarong",2,"Tulku Jamyang Kunga Tenzin",2,"Tencho Gyalpo",0,85,117,21606,4,0,"chinese|dalai lama|lama|tibet|tibetan",0,"Color","Biography|Drama|History|War",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1",5532301,28000000,7,-0.8,0,-0.802417821428571,0
"565","How to Lose Friends & Alienate People ",110,"Robert B. Weide",53,"James Corden",480,"Katherine Parkinson",261,"Fenella Woolgar",87,135,98,61269,858,0,"celebrity|party|pig|starlet|writer",4,"Color","Comedy|Drama|Romance",2008,"English","UK","R",1.85,"http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1",2775593,27000000,6.5,-0.9,0,-0.897200259259259,0
"568","The Lords of Salem ",101,"Rob Zombie",0,"Sid Haig",1000,"Dee Wallace",725,"Michael Berryman",721,234,166,20376,5158,15000,"blood|flashback|radio dj|radio station|vinyl",1,"Color","Drama|Fantasy|Horror|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1",1163508,2500000,5.1,-0.53,0,-0.5345968,0
"571","Hercules ",101,"Brett Ratner",420,"Dwayne Johnson",12000,"Rufus Sewell",3000,"Ingrid Bolsø Berdal",467,245,269,115687,16235,21000,"army|greek mythology|hercules|king|mercenary",0,"Color","Action|Adventure",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1",72660029,100000000,6,-0.27,0,-0.27339971,0
"572","Thirteen Conversations About One Thing ",104,"Jill Sprecher",11,"Matthew McConaughey",11000,"Rob McElhenney",813,"Amy Irving",194,79,115,8603,12250,430,"attorney|happiness|house cleaner|physics|professor",2,"Color","Drama",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1",3287435,4500000,7.1,-0.27,0,-0.269458888888889,0
"573","Meet Dave ",90,"Brian Robbins",48,"Marc Blucas",973,"Mike O'Malley",400,"Shawn Christian",196,127,109,31640,1865,791,"alien|mutiny|orb|planet|spaceship",1,"Color","Adventure|Comedy|Family|Romance|Sci-Fi",2008,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1",11802056,60000000,4.9,-0.8,0,-0.803299066666667,0
"575","The Indian in the Cupboard ",96,"Frank Oz",0,"Steve Coogan",1000,"Vincent Kartheiser",845,"David Keith",563,25,47,20688,2965,0,"best friend|birthday|boy|friend|magic",1,"Color","Drama|Family|Fantasy",1995,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1",35617599,45000000,5.9,-0.21,0,-0.2084978,0
"577","Infamous ",118,"Douglas McGrath",41,"Toby Jones",2000,"Isabella Rossellini",812,"Hope Davis",442,129,102,14143,3474,0,"blood|book|cold calculation|murder|writer",4,"Color","Biography|Crime|Drama",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1",1150403,13000000,7.1,-0.91,0,-0.911507461538462,0
"578","Snow Falling on Cedars ",127,"Scott Hicks",96,"Rick Yune",746,"Reeve Carney",602,"Daniel von Bargen",577,95,194,12375,2393,846,"fisherman|japanese|love|trial|washington state",1,"Color","Drama|Mystery|Romance|Thriller",1999,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1",14378353,36000000,6.8,-0.6,0,-0.600601305555556,0
